pH,Temperature_C,Dissolved_O2,Turbidity_NTU,Conductivity,Total_Solids,Nitrates,Phosphates,Ammonia,COD,BOD
7.69802849180674,30.22227712689199,6.670786406011287,11.105103923312008,535.7531748763942,464.7902770160936,5.07332381631649,2.3419102997987515,0.23162074726462062,107.36785945713704,78.46552129379857
7.31704141929729,23.677798723021816,9.474777554466733,0.9612455863193411,204.00704657070264,394.54067211661607,3.529833218564081,0.3684304096046704,1.0126425437020543,103.80126971581399,52.37341449024669
7.788613122860416,26.432543496234427,5.837264477575836,0.943112093862613,589.0888877947077,418.1775503543328,2.7119865174906583,1.6953300548269217,0.82150120786953,136.2132371933002,85.8901452190187
8.313817913844815,23.91976120082731,5.561454388029544,36.29531588918916,409.6494313582714,278.33544391772676,0.8543364189911019,2.4384433471672846,1.6855340913986676,127.66049340865425,79.76721036721266
7.259507975165999,24.04476697655458,6.1310616600723415,4.2337453766203135,501.05879198882764,306.50533528288014,2.4940088540639485,1.237883229350713,3.9481967412293812,69.42975247229609,51.58975257165153
7.259517825830492,24.608725444391123,5.2840085051343175,1.1590161158496812,593.6696308374273,191.01633669277592,1.128489356592349,2.0257145694417233,0.1631539065376037,114.60895123526893,58.67517038546859
8.347527689304435,26.99960197235171,7.220806568790632,10.966860573105889,285.3991563323441,272.7803833639877,9.852994736512802,1.6264442871064988,0.15068626508930788,61.47139850716585,35.6134387978869
7.860460837491746,23.84563120251435,9.92442122524521,11.726789655607007,364.8670797086944,364.4289362878836,1.6343207005599836,0.6589900359691236,3.7984805710388136,110.8779630282255,52.318383127782106
7.1183153684390295,31.650902565080845,7.581542691608853,12.546711369877581,415.37415649491544,436.6456755603257,12.168279012861936,2.482112237605362,0.4786731216502829,74.50157403719676,55.51532149650665
7.7255360261515795,21.97426714001223,6.545763696172682,3.7338983600347913,355.9495774650686,220.35588648777934,3.04617769011791,0.5237009655651451,2.209783452968246,59.30240329873247,37.880938664963196
7.121949384312523,25.159077601273886,6.474739715952021,0.5,658.192389100417,287.10446567132607,3.9937400208210256,1.270192192549011,1.565610509685997,98.40136028092213,53.0144238952204
7.1205621478578465,24.021210237766212,4.186256544346017,40.23415729449556,347.18734874078484,306.383070179073,3.1317663126981645,2.0520790692857585,3.578249026198844,10.0,36.42810056474902
7.54517736293962,32.5114004795918,8.589597598864886,3.46648211423119,383.334386461576,194.37897180267635,0.5542015444705519,0.7145298013159979,0.2672660180577972,37.47073276784316,15.694753128533913
6.252031853205322,26.884496494302084,6.859893045376956,13.525114829353932,474.52668379235723,373.221431758256,1.8852737745927761,0.5409547586108778,0.2780252675159898,84.6752434867715,44.12603665621573
6.36504930049218,30.643300427608857,6.675136155536874,14.715842693400914,305.7420568708693,254.84087014316518,0.4176488052562817,0.9224636698978936,1.6275511420557984,92.47325299904527,50.39267049037051
7.062627482455417,19.314978321333626,12.74759362212075,11.299530698301837,402.51831458924835,302.41486839406787,3.901552800981404,2.5553220472796467,5.8516160638995895,78.92043689525434,44.99737601851038
6.792301327799346,27.201726196411666,7.537755235058235,4.503434381809071,488.094391350021,279.324556527931,2.3686792328645816,3.9872144875687727,1.072279199825515,42.61691103847204,30.588858233440003
7.5885483995571645,30.003338580305467,5.646776109828668,3.7945630923907916,410.05675147409863,248.9595344852293,6.02004081509877,1.1814618027060808,0.7918478414539465,65.46324473584484,35.00013889858945
6.8551855546872735,26.37027795173941,6.232556326830022,10.925740358644306,438.7935769320062,319.3659513067501,0.9962588882145058,1.6246970325762256,1.86631090640023,101.73627981712181,57.33769166695864
6.552617779198825,30.794661687794083,9.06720227655416,24.127553009927883,386.4801465061955,300.595137928878,0.7192159944793338,3.5038037015875494,5.331378478496701,107.45345311885087,80.54979424095842
8.279389261352932,23.672201974548326,7.203886738967976,35.18942353131076,268.26356289830795,286.53279059492013,2.085741709917071,0.15562081229588548,3.627124865745492,89.51330647212177,50.01892799146648
7.264534219708079,32.34206348083511,4.411099639028739,1.3433297418891257,488.5911853607086,254.43845404876913,10.446528897891982,0.39610179899834513,10.800084878319376,124.70501343110966,103.86360664089275
7.440516922812755,36.345041556286624,8.654612082235367,2.0185901623571643,660.5919685976689,348.757220370466,4.957319797557642,1.8511326745594214,0.05,101.92191070377703,51.20301544822426
6.545151088271926,24.367226478021536,5.797340646029811,34.74765911638703,452.2081956940126,468.8255541643057,2.171492304096948,2.6037306240138394,0.23950076483282945,67.57633038125363,58.606118979052845
7.073370365284891,23.995238653696525,10.371935997191581,16.00602736570467,477.03169406970596,332.58985095552146,2.913209130442467,2.9176704969709424,1.8804895218229811,81.58493839765148,51.854299207328275
7.46655355382592,32.54023014702965,8.944086518286367,25.746342796133362,533.1267306140231,409.6506393420016,0.3518859452157642,0.8044899852510017,3.4360120152458706,47.91401528376436,41.26014882688821
6.709403853546618,33.10807465578821,6.194820587814248,2.7172772465999047,297.68034041439614,194.88002673618837,16.687295291131406,0.14037834050524065,0.6716290643713478,86.7558302882575,52.59822224048636
7.625418811007403,23.647129877810293,9.305829451123204,10.628727207176507,654.3017589755527,334.19852953643925,4.391338021219126,0.8637970113535263,0.5467986840692606,123.36301857664016,56.37479737992694
7.039616786048717,24.109159323068642,7.122139918949326,14.493344226852976,474.2794555707362,221.236851292604,1.34415210701102,0.3934788491259059,3.092699003596211,110.55870254132904,54.322633391379334
7.224983750124034,24.731969260127716,8.534992615219995,13.677407836190131,645.8228278906931,187.07675652212887,3.525706385271454,0.5162653174322624,0.11606740174359165,132.06027977757367,63.46192459492991
7.0389760326623625,19.949972700345754,7.872519071130054,6.294058938047321,362.03604053712127,253.45657332868672,0.46380949667094146,2.219375751019985,0.9221120298740585,80.91344268603021,37.947743443323795
8.511366910705362,21.86606624082111,5.4765580210164275,0.5,668.167430706939,427.27094009722157,13.506409589895494,0.11779728991660854,1.4096672945233455,130.38299383542773,79.3837414824947
7.39190166515724,21.481366549615693,5.8416103018285686,10.493901013088054,543.018659284174,405.5014245802681,0.7684452234228331,2.6367434690387395,1.6435466158460248,84.2008732065609,61.69810291436542
6.76537344262646,22.544910957031423,8.85392947164609,3.5019123885421743,516.364810302283,341.870424984896,4.176840951728761,0.8370569003922714,2.6084347596698922,134.1475524770968,68.23366455173586
7.893526947261914,25.843918006759484,6.397404402208227,7.1795924801724045,478.08293452237774,182.05694960990624,1.1265585924306394,1.3597479882623968,0.8765316046155375,89.3442975767363,47.35586784893482
6.667493810017387,27.053966296414345,6.273432766164406,37.92191111400652,420.17656583106606,302.3347413750857,5.057176142867192,0.1408928834997415,1.8970305431516559,111.2169412141283,69.57352133184281
7.525318157002854,32.97725221766335,5.2807793571711645,6.110629331636546,594.0637990168648,347.1530008011562,5.999131137683148,0.6172830477422866,1.7607636028204803,134.25337092929567,85.35551192486618
6.224197925672135,21.50740681667544,7.76247831806823,21.976107282173302,466.84318438176564,335.7982606620738,4.476318028900522,0.14097310956750156,1.5864482495875951,84.19717114256383,46.529283673554914
6.6030883706609425,30.429450793144625,10.712544854637661,2.5070511740555586,213.95163556954174,154.05857748673287,3.8128507434540038,4.887350013431412,2.0459892608348653,96.55166962632522,47.306409576280466
7.5181167415214745,25.03705020098521,5.078440754342308,13.393759373555671,315.9376245951597,239.87139367821152,8.919907898453053,2.469632558783087,0.6007220125269065,128.66590275618907,72.64772845381538
7.843079947997246,25.777413306564053,7.043595022010964,45.27076170822797,427.69850973687034,314.2330012266155,0.32756006588193115,0.9232594290771414,0.17689482300862205,86.00990508209809,46.91835998559655
7.502820968713983,29.036687714749718,9.541996999747774,1.2895941170475316,487.1998779798666,368.26618185654706,1.6073752862340764,0.37963606488458046,0.2540121368202066,50.37323152481517,21.673715953951916
7.330611030567056,20.947750902969656,6.8566454957577125,0.5,443.2093813320125,122.34849610100483,1.1416052594625947,4.0648176751187,0.5087070673411042,154.2902116375473,72.95793534351864
7.219337782646427,27.72084385782823,7.814269233249521,6.821092281900826,596.2764947752396,305.4088422068127,17.696051248175568,0.6337565228093041,1.3870862599662876,75.9070660698859,42.00078738198207
6.512886805779544,26.749034936958754,5.087691649335617,1.1663999488633199,215.867776315365,332.8743892891057,1.9731858425630238,0.26328902533702236,3.670704980823026,94.76268152812628,65.15484056636576
6.968093474963175,28.21603068803667,7.770952774973767,16.558230634749133,467.2305523806192,396.46507896645915,5.2762284279671485,1.2422974944149021,2.4165865287627586,124.6802000835338,82.49156166716931
7.123616737424128,27.301258897585182,6.663140322991812,29.517698794755788,231.84249295354144,382.35718258136933,4.617242099774779,4.317567203986966,3.112179202001936,71.74518288806394,66.3771461328549
8.03427333573135,37.04885062959902,8.774313992223753,6.830379068654853,541.1654754581002,372.4314186927925,0.9534411507365401,0.01,0.8645700070949407,59.7639626033361,32.02620933785531
